Country 1,Country 2,2005,2010,Absolute Change,Relative Change
Afghanistan,Luxembourg,0,0,0,
Afghanistan,Malaysia,271,506,235,0.87
Afghanistan,Mali,0,385,385,
Afghanistan,Micronesia (country),0,0,0,
Afghanistan,Namibia,45,43,-2,-4%
Afghanistan,Netherlands,"32,187","30,985","-1,202",-4%
Afghanistan,New Zealand,"2,051","2,314",263,0.13
Afghanistan,Nicaragua,54,57,3,0.06
Afghanistan,Norway,"5,023","8,836","3,813",0.76
Afghanistan,Pakistan,"1,166,210","1,990,641","824,431",0.71
Afghanistan,Philippines,632,"1,201",569,0.9
Afghanistan,Poland,151,147,-4,-3%
Afghanistan,Qatar,620,"1,356",736,1.19
Afghanistan,Romania,0,0,0,
Afghanistan,Russia,"8,328","4,999","-3,329",-40%
Afghanistan,Saudi Arabia,"216,261","280,395","64,134",0.3
Afghanistan,Slovakia,488,139,-349,-72%
Afghanistan,Slovenia,0,5,5,
Afghanistan,South Africa,52,75,23,0.44
Afghanistan,Spain,219,439,220,1
Afghanistan,Sri Lanka,63,129,66,1.05
Afghanistan,Sweden,"8,255","12,697","4,442",0.54
Afghanistan,Switzerland,"3,300","3,617",317,0.1
Afghanistan,Syria,629,"2,605","1,976",3.14
Afghanistan,Tajikistan,"12,636","12,606",-30,0%
Afghanistan,Thailand,11,1,-10,-91%
Afghanistan,Turkey,"9,360","11,074","1,714",0.18
Afghanistan,Turkmenistan,808,345,-463,-57%
Afghanistan,Ukraine,"2,207","2,605",398,0.18
Afghanistan,United Arab Emirates,"3,208","6,878","3,670",1.14
Afghanistan,United Kingdom,"36,020","38,029","2,009",0.06
Afghanistan,United States,"51,965","59,330","7,365",
Albania,Albania,"-966,032","-1,117,940","-151,908",-16%
Albania,Argentina,104,66,-38,-37%
Albania,Australia,"2,270","2,880",610,0.27
Albania,Austria,"2,414","2,681",267,0.11
Albania,Belgium,"3,277","6,129","2,852",0.87
Albania,Bolivia,1,1,0,0
Albania,Bulgaria,785,"1,028",243,0.31
Albania,Canada,"9,642","13,610","3,968",0.41
Albania,Costa Rica,3,5,2,0.67
Albania,Croatia,165,172,7,0.04
Albania,Cuba,40,6,-34,-85%
Albania,Cyprus,190,291,101,0.53
Albania,Czechia,184,262,78,0.42
Albania,Denmark,173,249,76,0.44
Albania,Ecuador,36,57,21,0.58
Albania,Egypt,105,113,8,0.08
Albania,Estonia,0,7,7,
Albania,Finland,114,174,60,0.53
Albania,France,"5,747","6,286",539,0.09
Albania,Georgia,10,10,0,0
Albania,Germany,"13,162","14,532","1,370",0.1
Albania,Greece,"423,598","463,157","39,559",0.09
Albania,Guinea,0,0,0,
Albania,Hungary,159,189,30,0.19
Albania,Iceland,30,39,9,0.3
Albania,Ireland,347,291,-56,-16%
Albania,Italy,"360,959","440,648","79,689",0.22
Albania,Latvia,7,7,0,0
Albania,Libya,245,268,23,0.09
Albania,Liechtenstein,0,0,0,
Albania,Lithuania,0,0,0,
Albania,Luxembourg,229,197,-32,-14%
Albania,Mali,0,"1,028","1,028",
Albania,Malta,76,63,-13,-17%
Albania,Micronesia (country),0,0,0,
Albania,Montenegro,0,"2,015","2,015",
Albania,Netherlands,662,894,232,0.35
Albania,North Macedonia,"69,782","70,230",448,0.01
Albania,Norway,274,435,161,0.59
Albania,Philippines,471,114,-357,-76%
Albania,Poland,94,131,37,0.39
Albania,Portugal,45,44,-1,-2%
Albania,Romania,690,790,100,0.14
Albania,Russia,578,230,-348,-60%
Albania,San Marino,30,30,0,0
Albania,Serbia,489,478,-11,-2%
Albania,Slovakia,68,76,8,0.12
Albania,Slovenia,49,96,47,0.96
Albania,South Africa,90,131,41,0.46
Albania,Spain,"1,094","1,807",713,0.65
Albania,Sweden,684,"1,134",450,0.66
Albania,Switzerland,"1,492","1,721",229,0.15
Albania,Turkey,"3,192","3,292",100,0.03
Albania,United Kingdom,"7,335","7,743",408,0.06
Albania,United States,"54,825","72,085","17,260",0.31
Albania,Venezuela,16,18,2,
Algeria,Algeria,"-1,599,647","-1,655,264","-55,617",-3%
Algeria,Argentina,163,104,-59,-36%
Algeria,Australia,"1,330","1,380",50,0.04
Algeria,Austria,990,"1,100",110,0.11
Algeria,Belarus,53,50,-3,-6%
Algeria,Belgium,"18,450","22,372","3,922",0.21
Algeria,Bolivia,7,3,-4,-57%
Algeria,Brazil,91,183,92,1.01
Algeria,Bulgaria,266,350,84,0.32
Algeria,Canada,"34,754","51,080","16,326",0.47
Algeria,Costa Rica,7,13,6,0.86
Algeria,Croatia,28,56,28,1
Algeria,Cuba,35,22,-13,-37%
Algeria,Cyprus,25,38,13,0.52
Algeria,Czechia,408,616,208,0.51
Algeria,Denmark,920,892,-28,-3%
Algeria,Ecuador,25,38,13,0.52
Algeria,Egypt,771,830,59,0.08
Algeria,Estonia,0,14,14,
Algeria,Finland,539,635,96,0.18
Algeria,France,"1,337,210","1,343,555","6,345",0
Algeria,French Guiana,88,83,-5,-6%
Algeria,French Polynesia,743,717,-26,-3%
Algeria,Gabon,62,72,10,0.16
Algeria,Georgia,17,17,0,0
Algeria,Germany,"17,681","18,744","1,063",0.06
Algeria,Ghana,11,11,0,0
Algeria,Greece,722,"1,167",445,0.62
Algeria,Guadeloupe,137,150,13,0.09
Algeria,Guinea,0,0,0,
Algeria,Hungary,575,686,111,0.19
Algeria,Iceland,24,24,0,0
Algeria,Ireland,688,576,-112,-16%
Algeria,Israel,"36,950","44,292","7,342",0.2
Algeria,Italy,"19,139","23,713","4,574",0.24
Algeria,Jordan,313,646,333,1.06
Algeria,Latvia,14,17,3,0.21
Algeria,Libya,"2,911","3,195",284,0.1
Algeria,Liechtenstein,0,4,4,
Algeria,Lithuania,0,0,0,
Algeria,Luxembourg,76,66,-10,-13%
Algeria,Mali,"2,270",385,"-1,885",-83%
Algeria,Malta,38,43,5,0.13
Algeria,Martinique,95,99,4,0.04
Algeria,Mauritania,"1,617","1,133",-484,-30%
Algeria,Mexico,109,99,-10,-9%
Algeria,Micronesia (country),0,0,0,
Algeria,Morocco,"9,412","10,231",819,0.09
Algeria,Namibia,503,484,-19,-4%
Algeria,Netherlands,"4,026","3,893",-133,-3%
Algeria,New Caledonia,719,763,44,0.06
Algeria,Nicaragua,99,105,6,0.06
Algeria,Niger,447,455,8,0.02
Algeria,Norway,912,"1,113",201,0.22
Algeria,Peru,17,18,1,0.06
Algeria,Philippines,437,454,17,0.04
Algeria,Poland,528,604,76,0.14
Algeria,Portugal,212,203,-9,-4%
Algeria,Romania,8,12,4,0.5
Algeria,Russia,907,763,-144,-16%
Algeria,Senegal,"3,523","3,940",417,0.12
Algeria,Serbia,56,55,-1,-2%
Algeria,Slovakia,75,84,9,0.12
Algeria,Slovenia,27,35,8,0.3
Algeria,South Africa,247,359,112,0.45
Algeria,Spain,"48,283","60,246","11,963",0.25
Algeria,Sweden,"1,971","2,462",491,0.25
Algeria,Switzerland,"7,336","8,774","1,438",0.2
Algeria,Tajikistan,133,132,-1,-1%
Algeria,Tunisia,"9,577","8,068","-1,509",-16%
Algeria,Turkey,624,643,19,0.03
Algeria,Uganda,0,0,0,
Algeria,United Kingdom,"16,393","17,307",914,0.06
Algeria,United States,"12,680","14,633","1,953",0.15
Algeria,Venezuela,84,90,6,0.07
Algeria,Western Sahara,59,68,9,
American Samoa,American Samoa,"-2,588","-2,157",431,0.17
American Samoa,Australia,120,120,0,0
American Samoa,France,12,1,-11,-92%
American Samoa,Greece,7,0,-7,-100%
American Samoa,Mali,0,322,322,
American Samoa,Micronesia (country),19,21,2,0.11
American Samoa,Russia,541,43,-498,-92%
American Samoa,Samoa,"1,889","1,650",-239,
Andorra,Andorra,"-5,727","-7,909","-2,182",-38%
Andorra,Argentina,2,1,-1,-50%
Andorra,Australia,30,20,-10,-33%
Andorra,Austria,1,1,0,0
Andorra,Belgium,0,39,39,
Andorra,Bolivia,0,0,0,
Andorra,Brazil,5,11,6,1.2
Andorra,Bulgaria,1,1,0,0
Andorra,Czechia,4,0,-4,-100%
Andorra,Denmark,1,0,-1,-100%
Andorra,Estonia,0,0,0,
Andorra,Finland,2,2,0,0
Andorra,France,980,922,-58,-6%
Andorra,Greece,4,4,0,0
Andorra,Guinea,0,0,0,
Andorra,Hungary,0,0,0,
Andorra,Iceland,0,0,0,
Andorra,Ireland,3,2,-1,-33%
Andorra,Italy,75,61,-14,-19%
Andorra,Latvia,0,1,1,
Andorra,Liechtenstein,0,0,0,
Andorra,Luxembourg,0,0,0,
Andorra,Mali,0,835,835,
Andorra,Micronesia (country),0,0,0,
Andorra,Netherlands,0,10,10,
Andorra,Norway,0,7,7,
Andorra,Portugal,406,329,-77,-19%
Andorra,Romania,0,0,0,
Andorra,Slovakia,0,0,0,
Andorra,Spain,"4,135","5,578","1,443",0.35
Andorra,Sweden,1,1,0,0
Andorra,Switzerland,38,43,5,0.13
Andorra,United Kingdom,39,41,2,
Angola,Angola,"-716,766","-651,383","65,383",0.09
Angola,Argentina,16,9,-7,-44%
Angola,Australia,450,530,80,0.18
Angola,Austria,261,291,30,0.11
Angola,Belgium,"3,201","4,804","1,603",0.5
Angola,Bolivia,5,5,0,0
Angola,Botswana,"1,990",672,"-1,318",-66%
Angola,Brazil,"6,418","6,390",-28,0%
Angola,Bulgaria,5,6,1,0.2
Angola,Cameroon,"2,571","2,046",-525,-20%
Angola,Canada,"2,486","2,565",79,0.03
Angola,Cape Verde,"1,283",356,-927,-72%
Angola,Congo,"15,550","31,028","15,478",1
Angola,Costa Rica,2,4,2,1
Angola,Cuba,84,63,-21,-25%
Angola,Czechia,129,178,49,0.38
Angola,Democratic Republic of Congo,"262,144","259,584","-2,560",-1%
Angola,Denmark,129,145,16,0.12
Angola,Ecuador,22,34,12,0.55
Angola,Egypt,25,27,2,0.08
Angola,Eritrea,424,286,-138,-33%
Angola,Estonia,0,3,3,
Angola,Eswatini,219,201,-18,-8%
Angola,Finland,227,328,101,0.44
Angola,France,"14,835","19,989","5,154",0.35
Angola,Gabon,624,723,99,0.16
Angola,Germany,0,0,0,
Angola,Greece,14,9,-5,-36%
Angola,Guinea,0,0,0,
Angola,Hungary,67,80,13,0.19
Angola,Iceland,30,39,9,0.3
Angola,Ireland,561,470,-91,-16%
Angola,Italy,"1,807","1,934",127,0.07
Angola,Latvia,2,2,0,0
Angola,Liechtenstein,0,7,7,
Angola,Lithuania,0,0,0,
Angola,Luxembourg,0,0,0,
Angola,Mali,273,"1,253",980,3.59
Angola,Mexico,48,52,4,0.08
Angola,Micronesia (country),0,0,0,
Angola,Mozambique,"31,493","35,889","4,396",0.14
Angola,Namibia,"39,319","38,119","-1,200",-3%
Angola,Netherlands,"9,245","1,985","-7,260",-79%
Angola,Norway,239,377,138,0.58
Angola,Peru,13,14,1,0.08
Angola,Philippines,"2,042",74,"-1,968",-96%
Angola,Poland,42,59,17,0.4
Angola,Portugal,"169,591","137,826","-31,765",-19%
Angola,Romania,0,0,0,
Angola,Russia,457,501,44,0.1
Angola,Sao Tome and Principe,514,404,-110,-21%
Angola,Slovakia,18,20,2,0.11
Angola,Slovenia,2,3,1,0.5
Angola,South Africa,"21,994","32,017","10,023",0.46
Angola,Spain,"3,438","4,005",567,0.16
Angola,Sweden,547,706,159,0.29
Angola,Switzerland,"5,161","6,215","1,054",0.2
Angola,Tanzania,"1,153","1,186",33,0.03
Angola,United Kingdom,"9,446","9,973",527,0.06
Angola,United States,"7,294","10,411","3,117",0.43
Angola,Venezuela,169,180,11,0.07
Angola,Zambia,"98,687","37,306","-61,381",
Anguilla,Anguilla,"-2,425","-2,273",152,0.06
Anguilla,Antigua and Barbuda,35,37,2,0.06
Anguilla,Bonaire Sint Eustatius and Saba,0,0,0,
Anguilla,Bulgaria,29,35,6,0.21
Anguilla,Canada,103,75,-28,-27%
Anguilla,Curacao,0,40,40,
Anguilla,Dominica,13,16,3,0.23
Anguilla,Dominican Republic,101,33,-68,-67%
Anguilla,France,123,9,-114,-93%
Anguilla,Greece,14,11,-3,-21%
Anguilla,Ireland,2,1,-1,-50%
Anguilla,Latvia,4,0,-4,-100%
Anguilla,Micronesia (country),0,0,0,
Anguilla,Netherlands,27,24,-3,-11%
Anguilla,Romania,0,0,0,
Anguilla,Russia,168,48,-120,-71%
Anguilla,Saint Lucia,18,6,-12,-67%
Anguilla,Sint Maarten (Dutch part),183,367,184,1.01
Anguilla,United Kingdom,568,599,31,0.05
Anguilla,United States Virgin Islands,"1,037",972,-65,
Antigua and Barbuda,Antigua and Barbuda,"-36,398","-41,347","-4,949",-14%
Antigua and Barbuda,Australia,30,40,10,0.33
Antigua and Barbuda,Austria,5,5,0,0
Antigua and Barbuda,Bahamas,11,13,2,0.18
Antigua and Barbuda,Barbados,225,185,-40,-18%
Antigua and Barbuda,Belgium,0,2,2,
Antigua and Barbuda,Bolivia,0,0,0,
Antigua and Barbuda,Bonaire Sint Eustatius and Saba,0,0,0,
Antigua and Barbuda,British Virgin Islands,600,676,76,0.13
Antigua and Barbuda,Bulgaria,4,5,1,0.25
Antigua and Barbuda,Canada,"2,285","2,400",115,0.05
Antigua and Barbuda,Curacao,0,51,51,
Antigua and Barbuda,Czechia,2,0,-2,-100%
Antigua and Barbuda,Denmark,2,3,1,0.5
Antigua and Barbuda,Dominica,357,379,22,0.06
Antigua and Barbuda,Dominican Republic,248,171,-77,-31%
Antigua and Barbuda,Egypt,15,16,1,0.07
Antigua and Barbuda,Estonia,0,1,1,
Antigua and Barbuda,Finland,0,1,1,
Antigua and Barbuda,France,103,56,-47,-46%
Antigua and Barbuda,Greece,22,31,9,0.41
Antigua and Barbuda,Grenada,36,38,2,0.06
Antigua and Barbuda,Guinea,0,0,0,
Antigua and Barbuda,Guyana,13,9,-4,-31%
Antigua and Barbuda,Hungary,0,0,0,
Antigua and Barbuda,Iceland,0,0,0,
Antigua and Barbuda,Ireland,3,2,-1,-33%
Antigua and Barbuda,Italy,17,24,7,0.41
Antigua and Barbuda,Jamaica,161,156,-5,-3%
Antigua and Barbuda,Latvia,0,0,0,
Antigua and Barbuda,Luxembourg,0,0,0,
Antigua and Barbuda,Micronesia (country),0,0,0,
Antigua and Barbuda,Montserrat,107,110,3,0.03
Antigua and Barbuda,Namibia,487,469,-18,-4%
Antigua and Barbuda,Netherlands,28,28,0,0
Antigua and Barbuda,Nicaragua,104,111,7,0.07
Antigua and Barbuda,Norway,0,3,3,
Antigua and Barbuda,Romania,0,0,0,
Antigua and Barbuda,Saint Kitts and Nevis,363,393,30,0.08
Antigua and Barbuda,Saint Lucia,95,94,-1,-1%
Antigua and Barbuda,Saint Vincent and the Grenadines,56,58,2,0.04
Antigua and Barbuda,Sint Maarten (Dutch part),256,513,257,1
Antigua and Barbuda,Sweden,8,9,1,0.13
Antigua and Barbuda,Switzerland,87,106,19,0.22
Antigua and Barbuda,United Kingdom,"3,510","3,705",195,0.06
Antigua and Barbuda,United States,"22,450","26,899","4,449",0.2
Antigua and Barbuda,United States Virgin Islands,"4,708","4,585",-123,
Argentina,Andorra,494,819,325,0.66
Argentina,Argentina,"-805,291","-938,639","-133,348",-17%
Argentina,Australia,"13,088","13,730",642,0.05
Argentina,Austria,"1,168","1,297",129,0.11
Argentina,Bahamas,56,102,46,0.82
Argentina,Belarus,103,99,-4,-4%
Argentina,Belgium,"1,674","1,969",295,0.18
Argentina,Bolivia,"32,418","36,671","4,253",0.13
Argentina,Bonaire Sint Eustatius and Saba,0,0,0,
Argentina,Brazil,"28,410","28,819",409,0.01
Argentina,Bulgaria,81,107,26,0.32
Argentina,Canada,"15,923","18,870","2,947",0.19
Argentina,Cape Verde,7,4,-3,-43%
Argentina,Cayman Islands,12,12,0,0
Argentina,Chile,"50,740","55,685","4,945",0.1
Argentina,Colombia,"2,540","3,386",846,0.33
Argentina,Costa Rica,735,"1,448",713,0.97
Argentina,Croatia,185,199,14,0.08
Argentina,Cuba,134,90,-44,-33%
Argentina,Curacao,0,21,21,
Argentina,Cyprus,57,88,31,0.54
Argentina,Czechia,133,102,-31,-23%
Argentina,Denmark,"1,038","1,063",25,0.02
Argentina,Dominican Republic,"2,126","1,020","-1,106",-52%
Argentina,Ecuador,"2,679","4,266","1,587",0.59
Argentina,Egypt,218,235,17,0.08
Argentina,El Salvador,187,207,20,0.11
Argentina,Estonia,0,14,14,
Argentina,Falkland Islands,55,24,-31,-56%
Argentina,Finland,217,267,50,0.23
Argentina,France,"11,825","12,156",331,0.03
Argentina,Georgia,15,15,0,0
Argentina,Germany,"10,339","14,929","4,590",0.44
Argentina,Greece,641,679,38,0.06
Argentina,Guatemala,416,482,66,0.16
Argentina,Guinea,0,0,0,
Argentina,Haiti,398,417,19,0.05
Argentina,Honduras,139,136,-3,-2%
Argentina,Hungary,274,327,53,0.19
Argentina,Iceland,20,26,6,0.3
Argentina,Ireland,382,320,-62,-16%
Argentina,Israel,"34,777","38,148","3,371",0.1
Argentina,Italy,"46,708","78,640","31,932",0.68
Argentina,Japan,"3,000","3,181",181,0.06
Argentina,Latvia,21,22,1,0.05
Argentina,Liechtenstein,9,19,10,1.11
Argentina,Lithuania,74,67,-7,-9%
Argentina,Luxembourg,30,26,-4,-13%
Argentina,Malta,14,8,-6,-43%
Argentina,Mauritania,67,46,-21,-31%
Argentina,Mexico,"9,831","14,174","4,343",0.44
Argentina,Micronesia (country),0,0,0,
Argentina,Namibia,52,50,-2,-4%
Argentina,Netherlands,"2,700","2,830",130,0.05
Argentina,New Zealand,869,"1,330",461,0.53
Argentina,Nicaragua,235,251,16,0.07
Argentina,Norway,622,803,181,0.29
Argentina,Panama,"1,350","2,179",829,0.61
Argentina,Paraguay,"61,353","58,456","-2,897",-5%
Argentina,Peru,"9,729","11,961","2,232",0.23
Argentina,Philippines,531,146,-385,-73%
Argentina,Poland,229,283,54,0.24
Argentina,Portugal,"1,197","1,165",-32,-3%
Argentina,Puerto Rico,"1,402","1,369",-33,-2%
Argentina,Romania,6,26,20,3.33
Argentina,Russia,399,247,-152,-38%
Argentina,San Marino,74,69,-5,-7%
Argentina,Serbia,52,51,-1,-2%
Argentina,Slovakia,61,68,7,0.11
Argentina,Slovenia,328,414,86,0.26
Argentina,South Africa,"1,310","1,907",597,0.46
Argentina,Spain,"244,014","282,553","38,539",0.16
Argentina,Sweden,"2,683","2,823",140,0.05
Argentina,Switzerland,"6,709","7,931","1,222",0.18
Argentina,Turkey,135,139,4,0.03
Argentina,United Kingdom,"7,984","8,428",444,0.06
Argentina,United States,"152,739","182,404","29,665",0.19
Argentina,Uruguay,"25,992","26,782",790,0.03
Argentina,Venezuela,"9,078","9,542",464,
Armenia,Argentina,870,559,-311,-36%
Armenia,Armenia,"-900,648","-917,043","-16,395",-2%
Armenia,Australia,"1,110","1,200",90,0.08
Armenia,Austria,"2,341","2,600",259,0.11
Armenia,Azerbaijan,"170,050","155,685","-14,365",-8%
Armenia,Belarus,"5,862","5,779",-83,-1%
Armenia,Belgium,332,846,514,1.55
Armenia,Bolivia,3,4,1,0.33
Armenia,Brazil,26,53,27,1.04
Armenia,Bulgaria,"1,246","1,334",88,0.07
Armenia,Canada,"2,590","3,495",905,0.35
Armenia,Costa Rica,4,8,4,1
Armenia,Cyprus,803,"1,232",429,0.53
Armenia,Czechia,"1,305","2,031",726,0.56
Armenia,Denmark,542,596,54,0.1
Armenia,Ecuador,20,30,10,0.5
Armenia,Egypt,140,151,11,0.08
Armenia,Estonia,645,690,45,0.07
Armenia,Finland,47,69,22,0.47
Armenia,France,"12,278","17,920","5,642",0.46
Armenia,Georgia,"11,654","11,770",116,0.01
Armenia,Germany,"10,221","10,156",-65,-1%
Armenia,Greece,"11,750","15,130","3,380",0.29
Armenia,Guinea,0,0,0,
Armenia,Hungary,177,212,35,0.2
Armenia,Iceland,4,5,1,0.25
Armenia,Iran,"1,867","1,517",-350,-19%
Armenia,Ireland,62,52,-10,-16%
Armenia,Italy,768,"1,107",339,0.44
Armenia,Jordan,24,50,26,1.08
Armenia,Kazakhstan,"7,657","8,597",940,0.12
Armenia,Kyrgyzstan,"3,603","2,702",-901,-25%
Armenia,Latvia,"1,010",922,-88,-9%
Armenia,Libya,208,228,20,0.1
Armenia,Liechtenstein,0,7,7,
Armenia,Lithuania,729,678,-51,-7%
Armenia,Luxembourg,0,0,0,
Armenia,Malta,20,22,2,0.1
Armenia,Mexico,81,97,16,0.2
Armenia,Micronesia (country),0,0,0,
Armenia,Namibia,66,63,-3,-5%
Armenia,Netherlands,"1,890","1,659",-231,-12%
Armenia,Norway,156,196,40,0.26
Armenia,Philippines,114,133,19,0.17
Armenia,Poland,"1,499","2,183",684,0.46
Armenia,Portugal,77,89,12,0.16
Armenia,Romania,1,11,10,#ERROR!
Armenia,Russia,"503,316","517,417","14,101",0.03
Armenia,Serbia,165,162,-3,-2%
Armenia,Slovakia,306,118,-188,-61%
Armenia,Slovenia,0,7,7,
Armenia,Spain,"7,216","10,246","3,030",0.42
Armenia,Sweden,788,"1,503",715,0.91
Armenia,Switzerland,539,607,68,0.13
Armenia,Tajikistan,199,198,-1,-1%
Armenia,Turkey,765,789,24,0.03
Armenia,Turkmenistan,"7,391","7,172",-219,-3%
Armenia,Ukraine,"49,416","47,150","-2,266",-5%
Armenia,United Kingdom,"1,038","1,095",57,0.05
Armenia,United States,"68,588","72,388","3,800",0.06
Armenia,Uzbekistan,"7,039","6,291",-748,-11%
Armenia,Venezuela,30,32,2,
Aruba,Antigua and Barbuda,5,5,0,0
Aruba,Argentina,2,1,-1,-50%
Aruba,Aruba,"-9,482","-13,524","-4,042",-43%
Aruba,Australia,50,60,10,0.2
Aruba,Austria,0,0,0,
Aruba,Bolivia,3,2,-1,-33%
Aruba,Bonaire Sint Eustatius and Saba,0,0,0,
Aruba,Bulgaria,4,5,1,0.25
Aruba,Canada,577,535,-42,-7%
Aruba,Costa Rica,17,33,16,0.94
Aruba,Curacao,0,"1,573","1,573",
Aruba,Czechia,0,1,1,
Aruba,Denmark,3,0,-3,-100%
Aruba,Dominica,32,40,8,0.25
Aruba,Dominican Republic,278,153,-125,-45%
Aruba,Finland,0,0,0,
Aruba,France,67,10,-57,-85%
Aruba,Greece,47,1,-46,-98%
Aruba,Hungary,0,0,0,
Aruba,Iceland,1,1,0,0
Aruba,Ireland,8,7,-1,-13%
Aruba,Latvia,0,0,0,
Aruba,Lithuania,0,0,0,
Aruba,Luxembourg,0,0,0,
Aruba,Micronesia (country),0,0,0,
Aruba,Netherlands,"1,416","2,496","1,080",0.76
Aruba,Norway,0,17,17,
Aruba,Philippines,54,62,8,0.15
Aruba,Saint Lucia,23,31,8,0.35
Aruba,Sint Maarten (Dutch part),617,"1,234",617,1
Aruba,Slovakia,0,0,0,
Aruba,Slovenia,0,0,0,
Aruba,United Kingdom,659,695,36,0.05
Aruba,United States,"4,673","5,598",925,0.2
Aruba,United States Virgin Islands,510,501,-9,-2%
Aruba,Venezuela,436,463,27,
Australia,Andorra,59,70,11,0.19
Australia,Antigua and Barbuda,7,7,0,0
Australia,Argentina,426,274,-152,-36%
Australia,Australia,"-428,769","-486,949","-58,180",-14%
Australia,Austria,"1,910","2,122",212,0.11
Australia,Bahamas,71,77,6,0.08
Australia,Barbados,25,23,-2,-8%
Australia,Belarus,27,26,-1,-4%
Australia,Belgium,"1,273","1,368",95,0.07
Australia,Bermuda,70,102,32,0.46
Australia,Bhutan,21,25,4,0.19
Australia,Bolivia,175,196,21,0.12
Australia,Botswana,225,338,113,0.5
Australia,Brazil,519,585,66,0.13
Australia,British Virgin Islands,19,21,2,0.11
Australia,Brunei,493,504,11,0.02
Australia,Bulgaria,99,129,30,0.3
Australia,Cambodia,179,129,-50,-28%
Australia,Canada,"21,053","18,970","-2,083",-10%
Australia,Cayman Islands,119,173,54,0.45
Australia,Central African Republic,13,13,0,0
Australia,China,"2,392","3,021",629,0.26
Australia,Cook Islands,230,336,106,0.46
Australia,Costa Rica,34,67,33,0.97
Australia,Croatia,"1,169","1,585",416,0.36
Australia,Cyprus,"2,037","3,126","1,089",0.53
Australia,Czechia,269,399,130,0.48
Australia,Denmark,"2,105","2,460",355,0.17
Australia,Dominica,5,6,1,0.2
Australia,Dominican Republic,60,39,-21,-35%
Australia,Ecuador,186,296,110,0.59
Australia,Egypt,410,441,31,0.08
Australia,El Salvador,24,26,2,0.08
Australia,Estonia,0,63,63,
Australia,Eswatini,30,44,14,0.47
Australia,Falkland Islands,14,38,24,1.71
Australia,Fiji,"1,706","1,832",126,0.07
Australia,Finland,774,916,142,0.18
Australia,France,"5,406","7,839","2,433",0.45
Australia,French Polynesia,77,74,-3,-4%
Australia,Germany,"9,538","11,189","1,651",0.17
Australia,Ghana,27,27,0,0
Australia,Greece,"20,467","21,417",950,0.05
Australia,Guatemala,53,61,8,0.15
Australia,Guinea,0,0,0,
Australia,Hong Kong,"8,195","8,903",708,0.09
Australia,Hungary,789,942,153,0.19
Australia,Iceland,75,86,11,0.15
Australia,India,"2,845","4,400","1,555",0.55
Australia,Indonesia,"5,679","9,796","4,117",0.72
Australia,Ireland,"5,846","6,462",616,0.11
Australia,Isle of Man,258,356,98,0.38
Australia,Israel,"2,882","3,167",285,0.1
Australia,Italy,"12,537","20,127","7,590",0.61
Australia,Japan,"9,202","9,756",554,0.06
Australia,Jordan,228,470,242,1.06
Australia,Kiribati,83,81,-2,-2%
Australia,Laos,16,110,94,5.88
Australia,Latvia,131,166,35,0.27
Australia,Libya,608,667,59,0.1
Australia,Liechtenstein,0,8,8,
Australia,Lithuania,33,44,11,0.33
Australia,Luxembourg,58,50,-8,-14%
Australia,Malaysia,"4,005","4,766",761,0.19
Australia,Maldives,56,67,11,0.2
Australia,Malta,"4,016","3,461",-555,-14%
Australia,Mexico,398,435,37,0.09
Australia,Micronesia (country),244,105,-139,-57%
Australia,Mongolia,91,189,98,1.08
