Country 1,Country 2,2015,2020,Absolute Change,Relative Change
Albania,Netherlands,"1,324","2,402","1,078",0.81
Albania,North Macedonia,"67,799","68,113",314,0
Albania,Norway,969,"2,174","1,205",1.24
Albania,Philippines,116,122,6,0.05
Albania,Poland,124,165,41,0.33
Albania,Portugal,50,55,5,0.1
Albania,Romania,3,823,820,#ERROR!
Albania,Russia,234,232,-2,-1%
Albania,San Marino,37,39,2,0.05
Albania,Serbia,467,475,8,0.02
Albania,Slovakia,99,133,34,0.34
Albania,Slovenia,148,146,-2,-1%
Albania,South Africa,168,195,27,0.16
Albania,Spain,"1,938","2,615",677,0.35
Albania,Sweden,"2,023","5,724","3,701",1.83
Albania,Switzerland,"2,416","4,323","1,907",0.79
Albania,Turkey,"3,261","4,554","1,293",0.4
Albania,United Kingdom,"9,267","10,458","1,191",0.13
Albania,United States,"91,865","97,252","5,387",0.06
Albania,Venezuela,19,17,-2,-11%
Algeria,Algeria,"-1,836,502","-2,022,337","-185,835",-10%
Algeria,Argentina,104,103,-1,-1%
Algeria,Australia,"1,600","1,776",176,0.11
Algeria,Austria,"1,340","1,581",241,0.18
Algeria,Belarus,53,51,-2,-4%
Algeria,Belgium,"25,666","27,491","1,825",0.07
Algeria,Bolivia,4,3,-1,-25%
Algeria,Brazil,215,232,17,0.08
Algeria,Bulgaria,347,460,113,0.33
Algeria,Canada,"64,223","69,587","5,364",0.08
Algeria,Costa Rica,12,14,2,0.17
Algeria,Croatia,56,50,-6,-11%
Algeria,Cuba,13,8,-5,-38%
Algeria,Cyprus,34,34,0,0
Algeria,Czechia,686,805,119,0.17
Algeria,Denmark,913,"1,004",91,0.1
Algeria,Ecuador,48,50,2,0.04
Algeria,Egypt,569,889,320,0.56
Algeria,Estonia,24,32,8,0.33
Algeria,Finland,781,"1,014",233,0.3
Algeria,France,"1,489,151","1,637,211","148,060",0.1
Algeria,French Guiana,359,403,44,0.12
Algeria,French Polynesia,681,681,0,0
Algeria,Gabon,100,108,8,0.08
Algeria,Georgia,17,16,-1,-6%
Algeria,Germany,"19,237","25,819","6,582",0.34
Algeria,Ghana,13,13,0,0
Algeria,Greece,"1,099",407,-692,-63%
Algeria,Guadeloupe,144,142,-2,-1%
Algeria,Guinea,"7,044","6,766",-278,-4%
Algeria,Hungary,684,929,245,0.36
Algeria,Iceland,40,68,28,0.7
Algeria,Ireland,588,673,85,0.14
Algeria,Israel,"45,680","44,358","-1,322",-3%
Algeria,Italy,"21,908","22,363",455,0.02
Algeria,Jordan,267,345,78,0.29
Algeria,Latvia,15,18,3,0.2
Algeria,Libya,"3,577","3,830",253,0.07
Algeria,Liechtenstein,6,6,0,0
Algeria,Lithuania,8,11,3,0.38
Algeria,Luxembourg,100,"1,113","1,013",#ERROR!
Algeria,Mali,473,553,80,0.17
Algeria,Malta,72,155,83,1.15
Algeria,Martinique,114,113,-1,-1%
Algeria,Mauritania,"1,634","1,788",154,0.09
Algeria,Mexico,102,110,8,0.08
Algeria,Micronesia (country),0,0,0,
Algeria,Morocco,"13,194","14,497","1,303",0.1
Algeria,Namibia,473,505,32,0.07
Algeria,Netherlands,"3,855","4,219",364,0.09
Algeria,New Caledonia,586,621,35,0.06
Algeria,Nicaragua,113,117,4,0.04
Algeria,Niger,460,587,127,0.28
Algeria,Norway,"1,210","1,283",73,0.06
Algeria,Peru,19,33,14,0.74
Algeria,Philippines,462,490,28,0.06
Algeria,Poland,574,766,192,0.33
Algeria,Portugal,230,261,31,0.13
Algeria,Romania,130,554,424,3.26
Algeria,Russia,778,776,-2,0%
Algeria,Senegal,"4,204","4,338",134,0.03
Algeria,Serbia,53,52,-1,-2%
Algeria,Slovakia,105,125,20,0.19
Algeria,Slovenia,28,40,12,0.43
Algeria,South Africa,463,537,74,0.16
Algeria,Spain,"56,038","61,611","5,573",0.1
Algeria,Sweden,"2,811","3,451",640,0.23
Algeria,Switzerland,"9,219","10,136",917,0.1
Algeria,Tajikistan,129,128,-1,-1%
Algeria,Tunisia,"10,411","11,060",649,0.06
Algeria,Turkey,636,887,251,0.39
Algeria,Uganda,0,0,0,
Algeria,United Kingdom,"20,714","23,380","2,666",0.13
Algeria,United States,"19,633","28,531","8,898",0.45
Algeria,Venezuela,95,89,-6,-6%
Algeria,Western Sahara,78,80,2,0.03
American Samoa,American Samoa,"-1,961","-1,832",129,0.07
American Samoa,Australia,120,0,-120,-100%
American Samoa,France,1,0,-1,-100%
American Samoa,Greece,0,0,0,
American Samoa,Mali,395,462,67,0.17
American Samoa,Micronesia (country),23,22,-1,-4%
American Samoa,Russia,43,41,-2,-5%
American Samoa,Samoa,"1,379","1,307",-72,-5%
Andorra,Andorra,"-8,740","-11,132","-2,392",-27%
Andorra,Argentina,1,1,0,0
Andorra,Australia,20,30,10,0.5
Andorra,Austria,2,3,1,0.5
Andorra,Belgium,45,42,-3,-7%
Andorra,Bolivia,0,0,0,
Andorra,Brazil,12,13,1,0.08
Andorra,Bulgaria,0,0,0,
Andorra,Czechia,0,0,0,
Andorra,Denmark,2,5,3,1.5
Andorra,Estonia,0,1,1,
Andorra,Finland,1,2,1,1
Andorra,France,"1,020","1,120",100,0.1
Andorra,Greece,3,1,-2,-67%
Andorra,Guinea,6,4,-2,-33%
Andorra,Hungary,1,0,-1,-100%
Andorra,Iceland,2,2,0,0
Andorra,Ireland,2,1,-1,-50%
Andorra,Italy,106,44,-62,-58%
Andorra,Latvia,0,0,0,
Andorra,Liechtenstein,1,0,-1,-100%
Andorra,Luxembourg,0,38,38,
Andorra,Mali,"1,027","1,204",177,0.17
Andorra,Micronesia (country),0,0,0,
Andorra,Netherlands,18,27,9,0.5
Andorra,Norway,12,12,0,0
Andorra,Portugal,372,425,53,0.14
Andorra,Romania,40,17,-23,-57%
Andorra,Slovakia,1,0,-1,-100%
Andorra,Spain,"5,900","7,964","2,064",0.35
Andorra,Sweden,4,4,0,0
Andorra,Switzerland,94,119,25,0.27
Andorra,United Kingdom,48,53,5,0.1
Angola,Angola,"-618,288","-668,066","-49,778",-8%
Angola,Argentina,9,9,0,0
Angola,Australia,560,602,42,0.08
Angola,Austria,397,436,39,0.1
Angola,Belgium,"6,327","7,095",768,0.12
Angola,Bolivia,7,6,-1,-14%
Angola,Botswana,730,779,49,0.07
Angola,Brazil,"7,533","8,184",651,0.09
Angola,Bulgaria,8,15,7,0.88
Angola,Cameroon,"2,555","2,976",421,0.16
Angola,Canada,"3,100","3,358",258,0.08
Angola,Cape Verde,370,390,20,0.05
Angola,Congo,"41,238","40,969",-269,-1%
Angola,Costa Rica,3,3,0,0
Angola,Cuba,44,30,-14,-32%
Angola,Czechia,168,161,-7,-4%
Angola,Democratic Republic of Congo,"181,954","177,028","-4,926",-3%
Angola,Denmark,164,169,5,0.03
Angola,Ecuador,42,43,1,0.02
Angola,Egypt,19,28,9,0.47
Angola,Eritrea,346,301,-45,-13%
Angola,Estonia,5,3,-2,-40%
Angola,Eswatini,131,133,2,0.02
Angola,Finland,412,441,29,0.07
Angola,France,"22,153","24,350","2,197",0.1
Angola,Gabon,"1,011","1,111",100,0.1
Angola,Germany,0,"1,338","1,338",
Angola,Greece,8,11,3,0.38
Angola,Guinea,115,109,-6,-5%
Angola,Hungary,78,116,38,0.49
Angola,Iceland,34,50,16,0.47
Angola,Ireland,480,548,68,0.14
Angola,Italy,"1,813","1,917",104,0.06
Angola,Latvia,2,0,-2,-100%
Angola,Liechtenstein,7,7,0,0
Angola,Lithuania,1,2,1,1
Angola,Luxembourg,0,"1,061","1,061",
Angola,Mali,"1,542","1,807",265,0.17
Angola,Mexico,54,57,3,0.06
Angola,Micronesia (country),0,0,0,
Angola,Mozambique,"37,206","39,092","1,886",0.05
Angola,Namibia,"37,350","40,105","2,755",0.07
Angola,Netherlands,"4,982","4,957",-25,-1%
Angola,Norway,490,496,6,0.01
Angola,Peru,15,26,11,0.73
Angola,Philippines,76,79,3,0.04
Angola,Poland,55,72,17,0.31
Angola,Portugal,"156,251","179,524","23,273",0.15
Angola,Romania,17,98,81,4.76
Angola,Russia,511,509,-2,0%
Angola,Sao Tome and Principe,358,319,-39,-11%
Angola,Slovakia,25,25,0,0
Angola,Slovenia,2,2,0,0
Angola,South Africa,"41,296","47,945","6,649",0.16
Angola,Spain,"3,553","4,795","1,242",0.35
Angola,Sweden,710,812,102,0.14
Angola,Switzerland,"6,666","6,936",270,0.04
Angola,Tanzania,"1,249","1,115",-134,-11%
Angola,United Kingdom,"11,936","13,471","1,535",0.13
Angola,United States,"14,068","20,445","6,377",0.45
Angola,Venezuela,188,176,-12,-6%
Angola,Zambia,"27,864","31,424","3,560",0.13
Anguilla,Anguilla,"-2,553","-2,505",48,0.02
Anguilla,Antigua and Barbuda,39,39,0,0
Anguilla,Bonaire Sint Eustatius and Saba,0,0,0,
Anguilla,Bulgaria,29,30,1,0.03
Anguilla,Canada,64,68,4,0.06
Anguilla,Curacao,42,47,5,0.12
Anguilla,Dominica,19,18,-1,-5%
Anguilla,Dominican Republic,33,34,1,0.03
Anguilla,France,10,9,-1,-10%
Anguilla,Greece,10,8,-2,-20%
Anguilla,Ireland,1,0,-1,-100%
Anguilla,Latvia,0,0,0,
Anguilla,Micronesia (country),0,0,0,
Anguilla,Netherlands,22,18,-4,-18%
Anguilla,Romania,158,3,-155,-98%
Anguilla,Russia,49,47,-2,-4%
Anguilla,Saint Lucia,5,3,-2,-40%
Anguilla,Sint Maarten (Dutch part),383,403,20,0.05
Anguilla,United Kingdom,717,807,90,0.13
Anguilla,United States Virgin Islands,972,971,-1,0%
Antigua and Barbuda,Antigua and Barbuda,"-52,189","-66,561","-14,372",-28%
Antigua and Barbuda,Australia,60,63,3,0.05
Antigua and Barbuda,Austria,5,8,3,0.6
Antigua and Barbuda,Bahamas,14,13,-1,-7%
Antigua and Barbuda,Barbados,194,194,0,0
Antigua and Barbuda,Belgium,2,1,-1,-50%
Antigua and Barbuda,Bolivia,0,0,0,
Antigua and Barbuda,Bonaire Sint Eustatius and Saba,0,0,0,
Antigua and Barbuda,British Virgin Islands,773,877,104,0.13
Antigua and Barbuda,Bulgaria,5,4,-1,-20%
Antigua and Barbuda,Canada,"2,295","2,486",191,0.08
Antigua and Barbuda,Curacao,54,62,8,0.15
Antigua and Barbuda,Czechia,0,0,0,
Antigua and Barbuda,Denmark,3,3,0,0
Antigua and Barbuda,Dominica,442,451,9,0.02
Antigua and Barbuda,Dominican Republic,179,186,7,0.04
Antigua and Barbuda,Egypt,11,15,4,0.36
Antigua and Barbuda,Estonia,2,7,5,2.5
Antigua and Barbuda,Finland,1,1,0,0
Antigua and Barbuda,France,63,67,4,0.06
Antigua and Barbuda,Greece,29,29,0,0
Antigua and Barbuda,Grenada,38,39,1,0.03
Antigua and Barbuda,Guinea,"4,452","4,276",-176,-4%
Antigua and Barbuda,Guyana,9,9,0,0
Antigua and Barbuda,Hungary,1,0,-1,-100%
Antigua and Barbuda,Iceland,1,0,-1,-100%
Antigua and Barbuda,Ireland,2,1,-1,-50%
Antigua and Barbuda,Italy,793,22,-771,-97%
Antigua and Barbuda,Jamaica,153,154,1,0.01
Antigua and Barbuda,Latvia,1,0,-1,-100%
Antigua and Barbuda,Luxembourg,0,2,2,
Antigua and Barbuda,Micronesia (country),0,0,0,
Antigua and Barbuda,Montserrat,115,116,1,0.01
Antigua and Barbuda,Namibia,459,490,31,0.07
Antigua and Barbuda,Netherlands,33,35,2,0.06
Antigua and Barbuda,Nicaragua,119,123,4,0.03
Antigua and Barbuda,Norway,4,4,0,0
Antigua and Barbuda,Romania,3,0,-3,-100%
Antigua and Barbuda,Saint Kitts and Nevis,404,417,13,0.03
Antigua and Barbuda,Saint Lucia,90,85,-5,-6%
Antigua and Barbuda,Saint Vincent and the Grenadines,58,56,-2,-3%
Antigua and Barbuda,Sint Maarten (Dutch part),534,563,29,0.05
Antigua and Barbuda,Sweden,8,5,-3,-38%
Antigua and Barbuda,Switzerland,81,67,-14,-17%
Antigua and Barbuda,United Kingdom,"4,435","5,005",570,0.13
Antigua and Barbuda,United States,"31,677","46,037","14,360",0.45
Antigua and Barbuda,United States Virgin Islands,"4,587","4,588",1,0
Argentina,Andorra,682,734,52,0.08
Argentina,Argentina,"-943,843","-1,076,148","-132,305",-14%
Argentina,Australia,"15,510","17,900","2,390",0.15
Argentina,Austria,"1,490","1,698",208,0.14
Argentina,Bahamas,111,117,6,0.05
Argentina,Belarus,102,99,-3,-3%
Argentina,Belgium,"2,261","2,587",326,0.14
Argentina,Bolivia,"42,697","47,601","4,904",0.11
Argentina,Bonaire Sint Eustatius and Saba,0,0,0,
Argentina,Brazil,"33,971","36,910","2,939",0.09
Argentina,Bulgaria,99,127,28,0.28
Argentina,Canada,"19,310","20,921","1,611",0.08
Argentina,Cape Verde,4,3,-1,-25%
Argentina,Cayman Islands,12,12,0,0
Argentina,Chile,"56,363","79,253","22,890",0.41
Argentina,Colombia,"4,464","5,719","1,255",0.28
Argentina,Costa Rica,"1,468","1,761",293,0.2
Argentina,Croatia,200,186,-14,-7%
Argentina,Cuba,58,35,-23,-40%
Argentina,Curacao,21,24,3,0.14
Argentina,Cyprus,80,81,1,0.01
Argentina,Czechia,199,366,167,0.84
Argentina,Denmark,"1,259","2,361","1,102",0.88
Argentina,Dominican Republic,"1,071","1,116",45,0.04
Argentina,Ecuador,"5,399","5,645",246,0.05
Argentina,Egypt,161,251,90,0.56
Argentina,El Salvador,216,218,2,0.01
Argentina,Estonia,27,54,27,1
Argentina,Falkland Islands,26,31,5,0.19
Argentina,Finland,369,460,91,0.25
Argentina,France,"13,472","14,807","1,335",0.1
Argentina,Georgia,15,14,-1,-7%
Argentina,Germany,"15,323","20,566","5,243",0.34
Argentina,Greece,639,652,13,0.02
Argentina,Guatemala,529,595,66,0.12
Argentina,Guinea,112,105,-7,-6%
Argentina,Haiti,437,456,19,0.04
Argentina,Honduras,191,194,3,0.02
Argentina,Hungary,368,432,64,0.17
Argentina,Iceland,46,83,37,0.8
Argentina,Ireland,327,374,47,0.14
Argentina,Israel,"39,343","38,204","-1,139",-3%
Argentina,Italy,"69,876","72,321","2,445",0.03
Argentina,Japan,"2,924","3,629",705,0.24
Argentina,Latvia,12,22,10,0.83
Argentina,Liechtenstein,26,24,-2,-8%
Argentina,Lithuania,53,65,12,0.23
Argentina,Luxembourg,39,407,368,9.44
Argentina,Malta,14,28,14,1
Argentina,Mauritania,66,71,5,0.08
Argentina,Mexico,"15,214","16,688","1,474",0.1
Argentina,Micronesia (country),0,0,0,
Argentina,Namibia,48,50,2,0.04
Argentina,Netherlands,"3,223","4,371","1,148",0.36
Argentina,New Zealand,"1,770","4,136","2,366",1.34
Argentina,Nicaragua,270,281,11,0.04
Argentina,Norway,"1,086","1,246",160,0.15
Argentina,Panama,"2,550","3,062",512,0.2
Argentina,Paraguay,"57,056","61,833","4,777",0.08
Argentina,Peru,"14,386","26,854","12,468",0.87
Argentina,Philippines,148,155,7,0.05
Argentina,Poland,268,357,89,0.33
Argentina,Portugal,"1,320","1,512",192,0.15
Argentina,Puerto Rico,"1,180",828,-352,-30%
Argentina,Romania,24,337,313,#ERROR!
Argentina,Russia,252,250,-2,-1%
Argentina,San Marino,85,90,5,0.06
Argentina,Serbia,49,48,-1,-2%
Argentina,Slovakia,83,90,7,0.08
Argentina,Slovenia,417,435,18,0.04
Argentina,South Africa,"2,459","2,854",395,0.16
Argentina,Spain,"251,841","284,921","33,080",0.13
Argentina,Sweden,"2,979","3,503",524,0.18
Argentina,Switzerland,"8,548","9,509",961,0.11
Argentina,Turkey,138,190,52,0.38
Argentina,United Kingdom,"10,087","11,385","1,298",0.13
Argentina,United States,"199,314","219,448","20,134",0.1
Argentina,Uruguay,"27,662","33,022","5,360",0.19
Argentina,Venezuela,"9,944","9,374",-570,-6%
Armenia,Argentina,561,565,4,0.01
Armenia,Armenia,"-944,520","-958,190","-13,670",-1%
Armenia,Australia,"1,460","1,658",198,0.14
Armenia,Austria,"2,998","3,433",435,0.15
Armenia,Azerbaijan,"148,503","141,756","-6,747",-5%
Armenia,Belarus,"5,728","5,643",-85,-1%
Armenia,Belgium,"1,413","1,834",421,0.3
Armenia,Bolivia,6,5,-1,-17%
Armenia,Brazil,62,65,3,0.05
Armenia,Bulgaria,"1,371","1,802",431,0.31
Armenia,Canada,"4,139","4,484",345,0.08
Armenia,Costa Rica,7,8,1,0.14
Armenia,Cyprus,"1,130","1,166",36,0.03
Armenia,Czechia,"1,865","2,096",231,0.12
Armenia,Denmark,677,733,56,0.08
Armenia,Ecuador,37,38,1,0.03
Armenia,Egypt,103,160,57,0.55
Armenia,Estonia,687,746,59,0.09
Armenia,Finland,89,115,26,0.29
Armenia,France,"19,860","21,830","1,970",0.1
Armenia,Georgia,"12,358","12,789",431,0.03
Armenia,Germany,"10,423","25,512","15,089",1.45
Armenia,Greece,"14,257","14,571",314,0.02
Armenia,Guinea,9,7,-2,-22%
Armenia,Hungary,173,225,52,0.3
Armenia,Iceland,8,10,2,0.25
Armenia,Iran,"1,185",989,-196,-17%
Armenia,Ireland,53,59,6,0.11
Armenia,Italy,"1,354","1,847",493,0.36
Armenia,Jordan,21,25,4,0.19
Armenia,Kazakhstan,"9,144","9,622",478,0.05
Armenia,Kyrgyzstan,"2,380","2,315",-65,-3%
Armenia,Latvia,693,708,15,0.02
Armenia,Libya,255,270,15,0.06
Armenia,Liechtenstein,9,9,0,0
Armenia,Lithuania,579,427,-152,-26%
Armenia,Luxembourg,0,120,120,
Armenia,Malta,38,81,43,1.13
Armenia,Mexico,100,108,8,0.08
Armenia,Micronesia (country),0,0,0,
Armenia,Namibia,61,64,3,0.05
Armenia,Netherlands,867,952,85,0.1
Armenia,Norway,301,333,32,0.11
Armenia,Philippines,135,143,8,0.06
Armenia,Poland,"2,078","2,775",697,0.34
Armenia,Portugal,100,112,12,0.12
Armenia,Romania,32,163,131,4.09
Armenia,Russia,"527,287","526,997",-290,0%
Armenia,Serbia,158,159,1,0.01
Armenia,Slovakia,148,169,21,0.14
Armenia,Slovenia,13,17,4,0.31
Armenia,Spain,"9,516","12,845","3,329",0.35
Armenia,Sweden,"2,358","3,233",875,0.37
Armenia,Switzerland,893,"1,133",240,0.27
Armenia,Tajikistan,194,193,-1,-1%
Armenia,Turkey,781,"1,090",309,0.4
Armenia,Turkmenistan,"7,113","7,058",-55,-1%
Armenia,Ukraine,"47,307","48,097",790,0.02
Armenia,United Kingdom,"1,310","1,477",167,0.13
Armenia,United States,"94,229","87,494","-6,735",-7%
Armenia,Uzbekistan,"5,870","5,824",-46,-1%
Armenia,Venezuela,34,31,-3,-9%
Aruba,Antigua and Barbuda,5,4,-1,-20%
Aruba,Argentina,1,1,0,0
Aruba,Aruba,"-16,621","-21,456","-4,835",-29%
Aruba,Australia,70,75,5,0.07
Aruba,Austria,2,1,-1,-50%
Aruba,Bolivia,3,2,-1,-33%
Aruba,Bonaire Sint Eustatius and Saba,0,0,0,
Aruba,Bulgaria,5,3,-2,-40%
Aruba,Canada,571,617,46,0.08
Aruba,Costa Rica,32,38,6,0.19
Aruba,Curacao,"1,708","1,992",284,0.17
Aruba,Czechia,0,0,0,
Aruba,Denmark,0,0,0,
Aruba,Dominica,47,46,-1,-2%
Aruba,Dominican Republic,160,167,7,0.04
Aruba,Finland,3,0,-3,-100%
Aruba,France,11,10,-1,-9%
Aruba,Greece,0,0,0,
Aruba,Hungary,1,2,1,1
Aruba,Iceland,1,0,-1,-100%
Aruba,Ireland,7,6,-1,-14%
Aruba,Latvia,1,0,-1,-100%
Aruba,Lithuania,2,1,-1,-50%
Aruba,Luxembourg,0,1,1,
Aruba,Micronesia (country),0,0,0,
Aruba,Netherlands,"4,178","5,554","1,376",0.33
Aruba,Norway,19,16,-3,-16%
Aruba,Philippines,63,65,2,0.03
Aruba,Saint Lucia,29,27,-2,-7%
Aruba,Sint Maarten (Dutch part),"1,286","1,358",72,0.06
Aruba,Slovakia,1,1,0,0
Aruba,Slovenia,6,0,-6,-100%
Aruba,United Kingdom,831,936,105,0.13
Aruba,United States,"6,591","9,576","2,985",0.45
Aruba,United States Virgin Islands,501,500,-1,0%
Aruba,Venezuela,486,457,-29,-6%
Australia,Andorra,65,69,4,0.06
Australia,Antigua and Barbuda,7,6,-1,-14%
Australia,Argentina,275,276,1,0
Australia,Australia,"-518,158","-598,765","-80,607",-16%
Australia,Austria,"2,187","2,548",361,0.17
Australia,Bahamas,83,88,5,0.06
Australia,Barbados,24,23,-1,-4%
Australia,Belarus,28,26,-2,-7%
Australia,Belgium,"1,487","1,598",111,0.07
Australia,Bermuda,133,176,43,0.32
Australia,Bhutan,27,27,0,0
Australia,Bolivia,229,253,24,0.1
Australia,Botswana,367,391,24,0.07
Australia,Brazil,689,747,58,0.08
Australia,British Virgin Islands,24,27,3,0.13
Australia,Brunei,515,559,44,0.09
Australia,Bulgaria,200,295,95,0.48
Australia,Cambodia,116,123,7,0.06
Australia,Canada,"20,980","22,731","1,751",0.08
Australia,Cayman Islands,187,208,21,0.11
Australia,Central African Republic,10,10,0,0
Australia,China,"3,726","4,052",326,0.09
Australia,Cook Islands,388,426,38,0.1
Australia,Costa Rica,67,79,12,0.18
Australia,Croatia,"1,595","1,499",-96,-6%
Australia,Cyprus,"2,870","2,961",91,0.03
Australia,Czechia,551,701,150,0.27
Australia,Denmark,"2,878","3,707",829,0.29
Australia,Dominica,7,6,-1,-14%
Australia,Dominican Republic,40,41,1,0.03
Australia,Ecuador,373,389,16,0.04
Australia,Egypt,303,471,168,0.55
Australia,El Salvador,27,27,0,0
Australia,Estonia,98,221,123,1.26
Australia,Eswatini,55,54,-1,-2%
Australia,Falkland Islands,42,51,9,0.21
Australia,Fiji,"1,887","1,941",54,0.03
Australia,Finland,"1,035","1,245",210,0.2
Australia,France,"8,688","9,548",860,0.1
Australia,French Polynesia,70,70,0,0
Australia,Germany,"11,483","15,411","3,928",0.34
Australia,Ghana,33,37,4,0.12
Australia,Greece,"20,182","20,630",448,0.02
Australia,Guatemala,67,74,7,0.1
Australia,Guinea,10,8,-2,-20%
Australia,Hong Kong,"9,098","9,486",388,0.04
Australia,Hungary,906,"1,246",340,0.38
Australia,Iceland,121,172,51,0.42
Australia,India,"4,099","3,833",-266,-6%
Australia,Indonesia,"10,844","11,400",556,0.05
Australia,Ireland,"6,601","7,568",967,0.15
Australia,Isle of Man,188,190,2,0.01
Australia,Israel,"3,266","3,170",-96,-3%
Australia,Italy,"19,313","19,897",584,0.03
Australia,Japan,"9,843","11,572","1,729",0.18
Australia,Jordan,194,251,57,0.29
